COMPANY,INCHES,SCREEN,CPU,RAM (GB),Memory,GPU,WEIGHT(KG),ESTIMATED LAPTOP PRICE IN EUROS ,timestamp
company_lg,16,screenresolution_ips panel 2560x1440,cpu_amd a8-series 7410 2.2ghz,12,memory_1tb ssd,gpu_amd radeon r7 m440,,2701.8,2026-05-24 22:12:22.936939
